answer_id,question_id,subquestion_id,year,question_number,answer_value,scoring_point_summary,source_material_ids,source_file,evidence_locations,confidence,review_status,production_eligible,notes
ANS-QPHY-C003-2018-20,QPHY-C003-2018-20,,2018,20,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-012,2018广州中考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2018-21,QPHY-C003-2018-21,,2018,21,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-012,2018广州中考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2018-22,QPHY-C003-2018-22,,2018,22,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-012,2018广州中考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2018-23,QPHY-C003-2018-23,,2018,23,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-012,2018广州中考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2018-24,QPHY-C003-2018-24,,2018,24,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-012,2018广州中考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-01,QPHY-C003-2019-01,,2019,1,D,选择题参考答案：D,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-02,QPHY-C003-2019-02,,2019,2,C,选择题参考答案：C,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-03,QPHY-C003-2019-03,,2019,3,D,选择题参考答案：D,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-04,QPHY-C003-2019-04,,2019,4,D,选择题参考答案：D,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-05,QPHY-C003-2019-05,,2019,5,A,选择题参考答案：A,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-06,QPHY-C003-2019-06,,2019,6,D,选择题参考答案：D,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-07,QPHY-C003-2019-07,,2019,7,A,选择题参考答案：A,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-08,QPHY-C003-2019-08,,2019,8,B,选择题参考答案：B,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-09,QPHY-C003-2019-09,,2019,9,A,选择题参考答案：A,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-10,QPHY-C003-2019-10,,2019,10,B,选择题参考答案：B,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-11,QPHY-C003-2019-11,,2019,11,C,选择题参考答案：C,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-12,QPHY-C003-2019-12,,2019,12,A,选择题参考答案：A,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-13,QPHY-C003-2019-13,,2019,13,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-14,QPHY-C003-2019-14,,2019,14,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-15,QPHY-C003-2019-15,,2019,15,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-16,QPHY-C003-2019-16,,2019,16,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-17,QPHY-C003-2019-17,,2019,17,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-18,QPHY-C003-2019-18,,2019,18,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-19,QPHY-C003-2019-19,,2019,19,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-20,QPHY-C003-2019-20,,2019,20,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-21,QPHY-C003-2019-21,,2019,21,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-22,QPHY-C003-2019-22,,2019,22,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-23,QPHY-C003-2019-23,,2019,23,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2019-24,QPHY-C003-2019-24,,2019,24,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-015,2019广州中考答案.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-01,QPHY-C003-2020-01,,2020,1,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-02,QPHY-C003-2020-02,,2020,2,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-03,QPHY-C003-2020-03,,2020,3,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-04,QPHY-C003-2020-04,,2020,4,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-05,QPHY-C003-2020-05,,2020,5,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-06,QPHY-C003-2020-06,,2020,6,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-07,QPHY-C003-2020-07,,2020,7,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-08,QPHY-C003-2020-08,,2020,8,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-09,QPHY-C003-2020-09,,2020,9,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-10,QPHY-C003-2020-10,,2020,10,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-11,QPHY-C003-2020-11,,2020,11,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-12,QPHY-C003-2020-12,,2020,12,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-13,QPHY-C003-2020-13,,2020,13,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-14,QPHY-C003-2020-14,,2020,14,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-15,QPHY-C003-2020-15,,2020,15,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-16,QPHY-C003-2020-16,,2020,16,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-17,QPHY-C003-2020-17,,2020,17,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-18,QPHY-C003-2020-18,,2020,18,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-19,QPHY-C003-2020-19,,2020,19,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-20,QPHY-C003-2020-20,,2020,20,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-21,QPHY-C003-2020-21,,2020,21,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-22,QPHY-C003-2020-22,,2020,22,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-23,QPHY-C003-2020-23,,2020,23,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2020-24,QPHY-C003-2020-24,,2020,24,,参考答案/解析文件可定位；非选择题评分点需人工复核,SRC-C003-017,2020广州中考（含答案）.pdf,参考答案文件对应题号,0.62,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2021-01,QPHY-C003-2021-01,,2021,1,C,选择题参考答案：C,SRC-C003-020,2021广州中考-参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2021-02,QPHY-C003-2021-02,,2021,2,A,选择题参考答案：A,SRC-C003-020,2021广州中考-参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
ANS-QPHY-C003-2021-03,QPHY-C003-2021-03,,2021,3,B,选择题参考答案：B,SRC-C003-020,2021广州中考-参考答案.pdf,参考答案文件对应题号,0.92,pending_review,false,candidate answer/scoring row
