issue_id,entity_type,entity_id,issue_type,issue_summary,severity,recommended_action,review_status,production_eligible
QI-C003-0036,year_report_observation,YRO-C003-2017-12,year_report_metric_review_required,已文档核验2017Q12: 原卷真题p3; 答案2017广州中考答案.pdf; 年报p15; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0037,year_report_observation,YRO-C003-2017-13,year_report_discrimination_review_required,已文档核验2017Q13: 原卷真题p4; 答案2017广州中考答案.pdf; 年报p17; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0038,year_report_observation,YRO-C003-2017-14,year_report_discrimination_review_required,已文档核验2017Q14: 原卷真题p4; 答案2017广州中考答案.pdf; 年报p20; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0039,year_report_observation,YRO-C003-2017-15,year_report_human_confirmation_required,已文档核验2017Q15: 原卷真题p5; 答案2017广州中考答案.pdf; 年报p24; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0040,year_report_observation,YRO-C003-2017-16,year_report_metric_review_required,已文档核验2017Q16: 原卷真题p4; 答案2017广州中考答案.pdf; 年报p6; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0041,year_report_observation,YRO-C003-2017-17,year_report_metric_review_required,已文档核验2017Q17: 原卷真题p5; 答案2017广州中考答案.pdf; 年报p28; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0042,year_report_observation,YRO-C003-2017-18,year_report_metric_review_required,已文档核验2017Q18: 原卷真题p4; 答案2017广州中考答案.pdf; 年报p30; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0043,year_report_observation,YRO-C003-2017-19,year_report_human_confirmation_required,已文档核验2017Q19: 原卷真题p5; 答案2017广州中考答案.pdf; 年报p31; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0044,year_report_observation,YRO-C003-2017-20,year_report_human_confirmation_required,已文档核验2017Q20: 原卷真题p3; 答案2017广州中考答案.pdf; 年报p32; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0045,year_report_observation,YRO-C003-2017-21,year_report_metric_review_required,已文档核验2017Q21: 原卷真题p6; 答案2017广州中考答案.pdf; 年报p6; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0046,year_report_observation,YRO-C003-2017-22,year_report_discrimination_review_required,已文档核验2017Q22: 原卷真题p6; 答案2017广州中考答案.pdf; 年报p40; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0047,year_report_observation,YRO-C003-2017-23,year_report_metric_review_required,已文档核验2017Q23: 原卷真题p7; 答案2017广州中考答案.pdf; 年报p43; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0048,year_report_observation,YRO-C003-2017-24,year_report_metric_review_required,已文档核验2017Q24: 原卷真题p8; 答案2017广州中考答案.pdf; 年报p46; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0049,year_report_observation,YRO-C003-2018-01,year_report_metric_review_required,已文档核验2018Q01: 原卷真题p1; 答案2018广州中考答案.pdf; 年报p9; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0050,year_report_observation,YRO-C003-2018-02,year_report_metric_review_required,已文档核验2018Q02: 原卷真题p1; 答案2018广州中考答案.pdf; 年报p11; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0051,year_report_observation,YRO-C003-2018-03,year_report_metric_review_required,已文档核验2018Q03: 原卷真题p1; 答案2018广州中考答案.pdf; 年报p12; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0052,year_report_observation,YRO-C003-2018-04,year_report_metric_review_required,已文档核验2018Q04: 原卷真题p1; 答案2018广州中考答案.pdf; 年报p13; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0053,year_report_observation,YRO-C003-2018-05,year_report_metric_review_required,已文档核验2018Q05: 原卷真题p1; 答案2018广州中考答案.pdf; 年报p17; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0054,year_report_observation,YRO-C003-2018-06,year_report_metric_review_required,已文档核验2018Q06: 原卷真题p3; 答案2018广州中考答案.pdf; 年报p20; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0055,year_report_observation,YRO-C003-2018-07,year_report_metric_review_required,已文档核验2018Q07: 原卷真题p3; 答案2018广州中考答案.pdf; 年报p21; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0056,year_report_observation,YRO-C003-2018-08,year_report_metric_review_required,已文档核验2018Q08: 原卷真题p3; 答案2018广州中考答案.pdf; 年报p25; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0057,year_report_observation,YRO-C003-2018-09,year_report_metric_review_required,已文档核验2018Q09: 原卷真题p4; 答案2018广州中考答案.pdf; 年报p26; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0058,year_report_observation,YRO-C003-2018-10,year_report_metric_review_required,已文档核验2018Q10: 原卷真题p4; 答案2018广州中考答案.pdf; 年报p28; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0059,year_report_observation,YRO-C003-2018-11,year_report_metric_review_required,已文档核验2018Q11: 原卷真题p4; 答案2018广州中考答案.pdf; 年报p30; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0060,year_report_observation,YRO-C003-2018-12,year_report_metric_review_required,已文档核验2018Q12: 原卷真题p4; 答案2018广州中考答案.pdf; 年报p32; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0061,year_report_observation,YRO-C003-2018-13,year_report_discrimination_review_required,已文档核验2018Q13: 原卷真题p5; 答案2018广州中考答案.pdf; 年报p34; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0062,year_report_observation,YRO-C003-2018-14,year_report_discrimination_review_required,已文档核验2018Q14: 原卷真题p5; 答案2018广州中考答案.pdf; 年报p36; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0063,year_report_observation,YRO-C003-2018-15,year_report_discrimination_review_required,已文档核验2018Q15: 原卷真题p5; 答案2018广州中考答案.pdf; 年报p39; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0064,year_report_observation,YRO-C003-2018-16,year_report_discrimination_review_required,已文档核验2018Q16: 原卷真题p6; 答案2018广州中考答案.pdf; 年报p42; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0065,year_report_observation,YRO-C003-2018-17,year_report_discrimination_review_required,已文档核验2018Q17: 原卷真题p6; 答案2018广州中考答案.pdf; 年报p46; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0066,year_report_observation,YRO-C003-2018-18,year_report_discrimination_review_required,已文档核验2018Q18: 原卷真题p6; 答案2018广州中考答案.pdf; 年报p50; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0067,year_report_observation,YRO-C003-2018-19,year_report_metric_review_required,已文档核验2018Q19: 原卷真题p7; 答案2018广州中考答案.pdf; 年报p55; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0068,year_report_observation,YRO-C003-2018-20,year_report_discrimination_review_required,已文档核验2018Q20: 原卷真题p4; 答案2018广州中考答案.pdf; 年报p60; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0069,year_report_observation,YRO-C003-2018-21,year_report_discrimination_review_required,已文档核验2018Q21: 原卷真题p8; 答案2018广州中考答案.pdf; 年报p64; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0070,year_report_observation,YRO-C003-2018-22,year_report_metric_review_required,已文档核验2018Q22: 原卷真题p9; 答案2018广州中考答案.pdf; 年报p72; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0071,year_report_observation,YRO-C003-2018-23,year_report_discrimination_review_required,已文档核验2018Q23: 原卷真题p10; 答案2018广州中考答案.pdf; 年报p77; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0072,year_report_observation,YRO-C003-2018-24,year_report_discrimination_review_required,已文档核验2018Q24: 原卷真题p11; 答案2018广州中考答案.pdf; 年报p84; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0073,year_report_observation,YRO-C003-2019-01,year_report_metric_review_required,已文档核验2019Q01: 原卷真题p1; 答案2019广州中考答案.pdf; 年报p10; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0074,year_report_observation,YRO-C003-2019-02,year_report_metric_review_required,已文档核验2019Q02: 原卷真题p1; 答案2019广州中考答案.pdf; 年报p10; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0075,year_report_observation,YRO-C003-2019-03,year_report_metric_review_required,已文档核验2019Q03: 原卷真题p1; 答案2019广州中考答案.pdf; 年报p13; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0076,year_report_observation,YRO-C003-2019-04,year_report_metric_review_required,已文档核验2019Q04: 原卷真题p1; 答案2019广州中考答案.pdf; 年报p18; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0077,year_report_observation,YRO-C003-2019-05,year_report_metric_review_required,已文档核验2019Q05: 原卷真题p1; 答案2019广州中考答案.pdf; 年报p21; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0078,year_report_observation,YRO-C003-2019-06,year_report_metric_review_required,已文档核验2019Q06: 原卷真题p2; 答案2019广州中考答案.pdf; 年报p23; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0079,year_report_observation,YRO-C003-2019-07,year_report_metric_review_required,已文档核验2019Q07: 原卷真题p2; 答案2019广州中考答案.pdf; 年报p25; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0080,year_report_observation,YRO-C003-2019-08,year_report_metric_review_required,已文档核验2019Q08: 原卷真题p3; 答案2019广州中考答案.pdf; 年报p28; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0081,year_report_observation,YRO-C003-2019-09,year_report_metric_review_required,已文档核验2019Q09: 原卷真题p3; 答案2019广州中考答案.pdf; 年报p30; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0082,year_report_observation,YRO-C003-2019-10,year_report_metric_review_required,已文档核验2019Q10: 原卷真题p3; 答案2019广州中考答案.pdf; 年报p34; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0083,year_report_observation,YRO-C003-2019-11,year_report_metric_review_required,已文档核验2019Q11: 原卷真题p4; 答案2019广州中考答案.pdf; 年报p36; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0084,year_report_observation,YRO-C003-2019-12,year_report_metric_review_required,已文档核验2019Q12: 原卷真题p4; 答案2019广州中考答案.pdf; 年报p18; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0085,year_report_observation,YRO-C003-2019-13,year_report_metric_review_required,已文档核验2019Q13: 原卷真题p4; 答案2019广州中考答案.pdf; 年报p42; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0086,year_report_observation,YRO-C003-2019-14,year_report_metric_review_required,已文档核验2019Q14: 原卷真题p5; 答案2019广州中考答案.pdf; 年报p48; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0087,year_report_observation,YRO-C003-2019-15,year_report_metric_review_required,已文档核验2019Q15: 原卷真题p5; 答案2019广州中考答案.pdf; 年报p53; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0088,year_report_observation,YRO-C003-2019-16,year_report_metric_review_required,已文档核验2019Q16: 原卷真题p5; 答案2019广州中考答案.pdf; 年报p59; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0089,year_report_observation,YRO-C003-2019-17,year_report_metric_review_required,已文档核验2019Q17: 原卷真题p6; 答案2019广州中考答案.pdf; 年报p65; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0090,year_report_observation,YRO-C003-2019-18,year_report_metric_review_required,已文档核验2019Q18: 原卷真题p6; 答案2019广州中考答案.pdf; 年报p70; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0091,year_report_observation,YRO-C003-2019-19,year_report_metric_review_required,已文档核验2019Q19，年报逐题分析位置已修正为年报p72-p76;文档核验:2019Q19逐题分析，难度/区分度已摘录或确认缺项，典型错误/教学建议已写入 observation,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0092,year_report_observation,YRO-C003-2019-20,year_report_metric_review_required,已文档核验2019Q20: 原卷真题p7; 答案2019广州中考答案.pdf; 年报p72; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0093,year_report_observation,YRO-C003-2019-21,year_report_metric_review_required,已文档核验2019Q21: 原卷真题p7; 答案2019广州中考答案.pdf; 年报p83; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0094,year_report_observation,YRO-C003-2019-22,year_report_metric_review_required,已文档核验2019Q22: 原卷真题p8; 答案2019广州中考答案.pdf; 年报p89; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0095,year_report_observation,YRO-C003-2019-23,year_report_metric_review_required,已文档核验2019Q23: 原卷真题p8; 答案2019广州中考答案.pdf; 年报p93; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0096,year_report_observation,YRO-C003-2019-24,year_report_metric_review_required,已文档核验2019Q24: 原卷真题p8; 答案2019广州中考答案.pdf; 年报p101; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0097,year_report_observation,YRO-C003-2020-01,year_report_metric_review_required,已文档核验2020Q01: 原卷真题p1; 答案2020广州中考（含答案）.pdf; 年报p11; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0098,year_report_observation,YRO-C003-2020-02,year_report_metric_review_required,已文档核验2020Q02: 原卷真题p1; 答案2020广州中考（含答案）.pdf; 年报p12; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
